Use Case Type,Packet Loss Budget,Latency Budget (ns),Jitter Budget (ns),Data Rate Budget (Gbps),Required Mobility,Required Connectivity,Slice Available Transfer Rate (Gbps),Slice Latency (ns),Slice Packet Loss,Slice Jitter (ns),Slice Type,Slice Handover,latency_margin,loss_margin,jitter_margin,stress_ratio,sla_met
Delivery drones,,1000000,0,0,yes,no,5498.9891283290135,4000000.0,0.0005668550876076,1809311.761998125,MBRLLC,yes,-3000000.0,,-1809311.761998125,inf,0
Delivery drones,,1000000,0,0,yes,no,6020.939402852449,2142052.1623853347,0.0004428892296782,2201149.693142995,MBRLLC,yes,-1142052.1623853347,,-2201149.693142995,inf,0
Servo motors,,100,1000,0,no,no,4674.959550084677,2273835.414137661,0.0003555251947773,985522.8459544254,ERLLC,yes,-2273735.414137661,,-984522.8459544254,inf,0
Smart Home,0.0,0,0,0,no,yes,3799.62641403615,721226.2411077907,0.0006924355649217,2727909.4096907107,umMTC,no,-721226.2411077907,-0.0006924355649217,-2727909.4096907107,inf,0
3D/UHD Video,,0,0,1000,no,no,6393.69465252826,1837768.6279913047,0.0006431870836041,1726455.1134197242,feMBB,yes,-1837768.6279913047,,-1726455.1134197242,6.39369465252826,0
VR/AR,,0,0,1000,no,no,5550.255559145634,1762212.2346563716,0.0005018507542994,1854270.9208239787,feMBB,yes,-1762212.2346563716,,-1854270.9208239787,5.550255559145634,0
Remote health monitoring,,1000000,0,0,no,yes,645.4879794731651,1506306.6121927742,0.0004973995485793,2365283.608270119,mURLLC,yes,-506306.6121927742,,-2365283.608270119,inf,0
Remote health monitoring,,1000000,0,0,no,yes,8209.593518344112,2382991.608972188,0.0003131333849285,2163549.7158542085,mURLLC,yes,-1382991.608972188,,-2163549.7158542085,inf,0
3D/UHD Video,,0,0,1000,no,no,6230.085568234847,1715372.159642654,0.000728519785361,2423892.946276973,feMBB,yes,-1715372.159642654,,-2423892.946276973,6.2300855682348475,0
3D/UHD Video,,0,0,1000,no,no,4365.4591923764265,1516874.383209323,0.0003139667014098,2911631.5930022188,feMBB,yes,-1516874.383209323,,-2911631.5930022188,4.365459192376426,0
V2X,,1000000,0,0,yes,no,6009.786436436985,1019807.59829648,0.0006508125184783,1837494.0706851524,MBRLLC,yes,-19807.59829648002,,-1837494.0706851524,inf,0
VR/AR,,0,0,1000,no,no,5703.169573042038,1262783.9903906428,0.0008366683385345,1973369.1506270408,feMBB,yes,-1262783.9903906428,,-1973369.1506270408,5.703169573042038,0
Motion control,,1000,1000000,0,no,no,5825.890479991227,1344468.7042964208,0.0003719681141372,3791916.092597352,ERLLC,yes,-1343468.7042964208,,-2791916.092597352,inf,0
Smart City,0.0,0,0,0,no,yes,3549.760312076566,1771722.3138137343,0.0004171207310983,1683848.8313129663,umMTC,no,-1771722.3138137343,-0.0004171207310983,-1683848.8313129663,inf,0
Motion control,,1000,1000000,0,no,no,5119.080822199305,1670108.0790637098,0.0003685344381471,1551416.2011190415,ERLLC,yes,-1669108.0790637098,,-551416.2011190415,inf,0
Delivery drones,,1000000,0,0,yes,no,5503.90447913821,1582141.9916149366,0.0007068929575107,2527197.731764581,MBRLLC,yes,-582141.9916149366,,-2527197.731764581,inf,0
Remote health monitoring,,1000000,0,0,no,yes,7053.477207688143,877480.3674283826,0.000521585586692,2625321.006539126,mURLLC,yes,122519.63257161737,,-2625321.006539126,inf,0
3D/UHD Video,,0,0,1000,no,no,5171.492869632442,1329584.0998071248,0.0002534398193469,2563927.364556905,feMBB,yes,-1329584.0998071248,,-2563927.364556905,5.171492869632442,0
Smart City,0.0,0,0,0,no,yes,5719.083766766731,2085200.7528358533,0.0003200597550058,1559022.509117865,umMTC,no,-2085200.7528358533,-0.0003200597550058,-1559022.509117865,inf,0
Smart Home,0.0,0,0,0,no,yes,3483.5288414736724,2972721.488646822,0.0006105665064153,1906314.174837548,umMTC,no,-2972721.488646822,-0.0006105665064153,-1906314.174837548,inf,0
Remote health monitoring,,1000000,0,0,no,yes,5112.625441431702,3067096.6775516523,0.0003775618558052,1996992.760886464,mURLLC,yes,-2067096.6775516523,,-1996992.760886464,inf,0
Servo motors,,100,1000,0,no,no,6445.474793314044,3333163.803483548,0.0002057524123401,1803461.1401650624,ERLLC,yes,-3333063.803483548,,-1802461.1401650624,inf,0
VR/AR,,0,0,1000,no,no,3860.311151896765,2175540.7702027066,0.0005937432155225,2109798.666333151,feMBB,yes,-2175540.7702027066,,-2109798.666333151,3.8603111518967648,0
Motion control,,1000,1000000,0,no,no,4353.743265006442,1963018.87417428,0.0005615388714762,1792233.4168283106,ERLLC,yes,-1962018.87417428,,-792233.4168283106,inf,0
Smart Home,0.0,0,0,0,no,yes,3394.1328767677737,2422766.010155892,0.0003735643422117,3016686.450475201,umMTC,no,-2422766.010155892,-0.0003735643422117,-3016686.450475201,inf,0
3D/UHD Video,,0,0,1000,no,no,2741.698493255156,1761235.6749446604,0.0004416281174005,1338945.750280891,feMBB,yes,-1761235.6749446604,,-1338945.750280891,2.741698493255156,0
Smart Home,0.0,0,0,0,no,yes,3566.06458588471,2535171.7720377664,0.0004449013507415,3164402.45719102,umMTC,no,-2535171.7720377664,-0.0004449013507415,-3164402.45719102,inf,0
V2X,,1000000,0,0,yes,no,5937.609829041134,1892805.8829022397,0.0004676781247272,1166744.978982734,MBRLLC,yes,-892805.8829022397,,-1166744.978982734,inf,0
Servo motors,,100,1000,0,no,no,4590.358359486417,2184567.598639842,0.0007275159277255,3320304.286723679,ERLLC,yes,-2184467.598639842,,-3319304.286723679,inf,0
Servo motors,,100,1000,0,no,no,3571.593712652898,1513876.3060305396,0.0006232069812215,2617909.861027161,ERLLC,yes,-1513776.3060305396,,-2616909.861027161,inf,0
Smart City,0.0,0,0,0,no,yes,8631.956556114435,2643029.475733498,0.0005972043747312,1535684.87797153,umMTC,no,-2643029.475733498,-0.0005972043747312,-1535684.87797153,inf,0
Delivery drones,,1000000,0,0,yes,no,3830.9900518458753,1343292.332300079,0.0004848152014736,1996834.4728929568,MBRLLC,yes,-343292.33230007906,,-1996834.4728929568,inf,0
Remote health monitoring,,1000000,0,0,no,yes,6041.353407027007,1575914.8222291877,0.000373003022223,2471058.0042333417,mURLLC,yes,-575914.8222291877,,-2471058.0042333417,inf,0
Motion control,,1000,1000000,0,no,no,5555.398616391534,1775917.3186979704,0.0007401077525385,2477859.116596026,ERLLC,yes,-1774917.3186979704,,-1477859.1165960259,inf,0
V2X,,1000000,0,0,yes,no,5414.091227775377,1442343.8322115738,0.0004974780282487,1920613.5950637816,MBRLLC,yes,-442343.83221157384,,-1920613.5950637816,inf,0
Remote health monitoring,,1000000,0,0,no,yes,1949.343157661868,2377634.8463563765,0.0003406572219764,1324031.7411562344,mURLLC,yes,-1377634.8463563765,,-1324031.7411562344,inf,0
Remote health monitoring,,1000000,0,0,no,yes,7117.208410902538,2086602.1980898057,0.001,2701692.5207221424,mURLLC,yes,-1086602.1980898057,,-2701692.5207221424,inf,0
Smart City,0.0,0,0,0,no,yes,5532.913225488211,1349258.5915153874,0.0005381201083932,2185417.5576721374,umMTC,no,-1349258.5915153874,-0.0005381201083932,-2185417.5576721374,inf,0
Servo motors,,100,1000,0,no,no,6531.954886641289,1652432.3297143923,0.0003104017996546,2937036.5472477768,ERLLC,yes,-1652332.3297143923,,-2936036.5472477768,inf,0
VR/AR,,0,0,1000,no,no,6898.107602213804,2093387.4861304583,0.0006468147422825,1926897.188697796,feMBB,yes,-2093387.4861304583,,-1926897.188697796,6.898107602213804,0
Smart Home,0.0,0,0,0,no,yes,7856.331431370236,2138816.3025687905,0.0006608203544573,2133936.03434276,umMTC,no,-2138816.3025687905,-0.0006608203544573,-2133936.03434276,inf,0
3D/UHD Video,,0,0,1000,no,no,3336.747555861005,1363406.1720751286,0.0004331157197359,2947245.4361476973,feMBB,yes,-1363406.1720751286,,-2947245.4361476973,3.336747555861005,0
VR/AR,,0,0,1000,no,no,3802.6725211088983,2010910.9060540795,0.000351052426082,2161051.659403189,feMBB,yes,-2010910.9060540795,,-2161051.659403189,3.8026725211088985,0
VR/AR,,0,0,1000,no,no,4030.559453689915,2415477.0378342434,0.0004566711581529,1134079.0461513638,feMBB,yes,-2415477.0378342434,,-1134079.0461513638,4.030559453689915,0
Delivery drones,,1000000,0,0,yes,no,3556.8340326109987,1797788.986974578,0.0006136959265419,1037769.11167385,MBRLLC,yes,-797788.9869745779,,-1037769.11167385,inf,0
Delivery drones,,1000000,0,0,yes,no,7203.077277410783,1316184.6068926323,0.0006327094074599,851827.6811724864,MBRLLC,yes,-316184.6068926323,,-851827.6811724864,inf,0
VR/AR,,0,0,1000,no,no,3328.669758239021,2888148.692463973,0.0003984775760534,1415725.3598610586,feMBB,yes,-2888148.692463973,,-1415725.3598610586,3.328669758239021,0
Servo motors,,100,1000,0,no,no,4368.474615641419,2419145.080421176,0.0007352067303841,1718422.1371576888,ERLLC,yes,-2419045.080421176,,-1717422.1371576888,inf,0
Remote health monitoring,,1000000,0,0,no,yes,2281.610323080763,1723093.585148132,0.0002461742547497,2593608.396508254,mURLLC,yes,-723093.5851481319,,-2593608.396508254,inf,0
Smart Home,0.0,0,0,0,no,yes,6220.438041217416,2063588.3691870451,0.0004000703457305,2678315.4107705285,umMTC,no,-2063588.3691870451,-0.0004000703457305,-2678315.4107705285,inf,0
Remote health monitoring,,1000000,0,0,no,yes,4787.792239915965,1762994.2556054436,0.0004799618849492,602152.8523706787,mURLLC,yes,-762994.2556054436,,-602152.8523706787,inf,0
Remote health monitoring,,1000000,0,0,no,yes,6472.537630716881,1340187.989650562,0.0004483733045512,2412335.5336857573,mURLLC,yes,-340187.98965056194,,-2412335.5336857573,inf,0
Remote health monitoring,,1000000,0,0,no,yes,6168.718612653691,2455285.4949048497,0.0004141820263533,1754565.9559078766,mURLLC,yes,-1455285.4949048497,,-1754565.9559078766,inf,0
Smart Home,0.0,0,0,0,no,yes,2265.0374695611754,3110644.437959296,0.0007114725994508,2232867.7405656474,umMTC,no,-3110644.437959296,-0.0007114725994508,-2232867.7405656474,inf,0
Smart Home,0.0,0,0,0,no,yes,5308.677990200732,2603845.365255768,0.0004766258492794,3284896.534044061,umMTC,no,-2603845.365255768,-0.0004766258492794,-3284896.534044061,inf,0
Smart City,0.0,0,0,0,no,yes,3182.820811872194,2163964.964073928,0.0005626609248956,1452350.6571818914,umMTC,no,-2163964.964073928,-0.0005626609248956,-1452350.6571818914,inf,0
Motion control,,1000,1000000,0,no,no,5235.690397269392,1788838.3840081715,0.0005547680984791,2329751.260834744,ERLLC,yes,-1787838.3840081715,,-1329751.2608347442,inf,0
VR/AR,,0,0,1000,no,no,4023.798669197098,225336.59201451903,0.0005607931214085,2708603.1985005653,feMBB,yes,-225336.59201451903,,-2708603.1985005653,4.023798669197098,0
Smart City,0.0,0,0,0,no,yes,8056.208829270125,3046455.208356592,0.0004720686851525,2055055.9017747375,umMTC,no,-3046455.208356592,-0.0004720686851525,-2055055.9017747375,inf,0
Smart City,0.0,0,0,0,no,yes,9439.101724564836,1555699.1767865524,0.0001995266236769,1587321.723283257,umMTC,no,-1555699.1767865524,-0.0001995266236769,-1587321.723283257,inf,0
3D/UHD Video,,0,0,1000,no,no,4592.57255228343,2555680.318145432,0.000650371069336,1576056.844624662,feMBB,yes,-2555680.318145432,,-1576056.844624662,4.59257255228343,0
Delivery drones,,1000000,0,0,yes,no,5165.414497174004,2627587.516935235,0.0004861954438181,1679915.6486112138,MBRLLC,yes,-1627587.516935235,,-1679915.6486112138,inf,0
3D/UHD Video,,0,0,1000,no,no,1192.41774225582,2608749.2929597963,0.0004220939425058,2156055.6038428294,feMBB,yes,-2608749.2929597963,,-2156055.6038428294,1.19241774225582,0
Delivery drones,,1000000,0,0,yes,no,2260.288571574906,1067395.6245187824,0.0004224347354205,1543209.820175447,MBRLLC,yes,-67395.62451878237,,-1543209.820175447,inf,0
Motion control,,1000,1000000,0,no,no,5644.104466352771,2655330.771840504,0.0005507889842796,2394440.878795819,ERLLC,yes,-2654330.771840504,,-1394440.878795819,inf,0
V2X,,1000000,0,0,yes,no,4946.56233161981,1683371.9830415014,0.0004165900149412,2279392.431070393,MBRLLC,yes,-683371.9830415014,,-2279392.431070393,inf,0
Delivery drones,,1000000,0,0,yes,no,5702.578154827371,1940361.81541146,0.0004636127594244,854512.9727571767,MBRLLC,yes,-940361.8154114599,,-854512.9727571767,inf,0
Remote health monitoring,,1000000,0,0,no,yes,3670.5886043658775,1920193.214069298,0.0006156291799373,2749803.3689736063,mURLLC,yes,-920193.214069298,,-2749803.3689736063,inf,0
Delivery drones,,1000000,0,0,yes,no,5504.889519267607,1589322.1230550015,0.0005339620835244,3472811.8601656617,MBRLLC,yes,-589322.1230550015,,-3472811.8601656617,inf,0
Smart Home,0.0,0,0,0,no,yes,785.08886998054,1800983.6326815388,0.0003537594189512,1679954.798306209,umMTC,no,-1800983.6326815388,-0.0003537594189512,-1679954.798306209,inf,0
Motion control,,1000,1000000,0,no,no,3985.237220349813,2093897.216738501,0.0005916835156371,2610601.1240356592,ERLLC,yes,-2092897.216738501,,-1610601.1240356592,inf,0
Smart City,0.0,0,0,0,no,yes,5778.023853584151,1373158.9115682165,0.0004497803016612,2897945.6444277912,umMTC,no,-1373158.9115682165,-0.0004497803016612,-2897945.6444277912,inf,0
Remote health monitoring,,1000000,0,0,no,yes,7827.829932204041,911248.3653839777,0.0006403985417531,2478050.464202516,mURLLC,yes,88751.63461602235,,-2478050.464202516,inf,0
V2X,,1000000,0,0,yes,no,4805.559068290992,2595781.2570504416,0.0004360662804508,2374632.528347174,MBRLLC,yes,-1595781.2570504416,,-2374632.528347174,inf,0
Motion control,,1000,1000000,0,no,no,5983.448138580036,2192591.0711497725,0.0005249254303437,871405.145160344,ERLLC,yes,-2191591.0711497725,,128594.85483965604,inf,0
Smart City,0.0,0,0,0,no,yes,3885.0015816150953,757894.3328139263,0.000599737061245,1810565.6067600995,umMTC,no,-757894.3328139263,-0.000599737061245,-1810565.6067600995,inf,0
Servo motors,,100,1000,0,no,no,5739.736806034527,2270901.163238085,0.00035556629907,1899139.663170472,ERLLC,yes,-2270801.163238085,,-1898139.663170472,inf,0
Motion control,,1000,1000000,0,no,no,4177.396533350389,1878763.7320604052,0.0006192123317143,2890456.9213425904,ERLLC,yes,-1877763.7320604052,,-1890456.9213425904,inf,0
V2X,,1000000,0,0,yes,no,8258.009298504796,1131867.7959366315,0.0007833224197751,1146018.6176270996,MBRLLC,yes,-131867.7959366315,,-1146018.6176270996,inf,0
Smart City,0.0,0,0,0,no,yes,4452.441214082708,1636345.2859903208,0.0005790116736402,3299932.0202440387,umMTC,no,-1636345.2859903208,-0.0005790116736402,-3299932.0202440387,inf,0
Smart Home,0.0,0,0,0,no,yes,4717.447265727815,2246177.316812075,0.0005338687068109,3090083.3507909225,umMTC,no,-2246177.316812075,-0.0005338687068109,-3090083.3507909225,inf,0
Delivery drones,,1000000,0,0,yes,no,6290.628903716793,1338270.619162567,0.0006488714610255,1338406.3067962371,MBRLLC,yes,-338270.61916256696,,-1338406.3067962371,inf,0
3D/UHD Video,,0,0,1000,no,no,5837.825416590164,1321740.8553288167,0.0006384861387655,1167068.2917674244,feMBB,yes,-1321740.8553288167,,-1167068.2917674244,5.837825416590165,0
V2X,,1000000,0,0,yes,no,4391.5040438043625,1622216.1857477524,0.0005233874845873,2721139.6959888167,MBRLLC,yes,-622216.1857477524,,-2721139.6959888167,inf,0
3D/UHD Video,,0,0,1000,no,no,5683.473917337973,1370268.095790803,0.0003431476441759,1806746.155446194,feMBB,yes,-1370268.095790803,,-1806746.155446194,5.683473917337973,0
VR/AR,,0,0,1000,no,no,3242.712173425922,1265160.8966005486,0.000391428196951,1836970.9661054828,feMBB,yes,-1265160.8966005486,,-1836970.9661054828,3.242712173425922,0
Delivery drones,,1000000,0,0,yes,no,5377.666508921775,1253778.7527425329,0.0004393621341345,2653519.773477973,MBRLLC,yes,-253778.75274253287,,-2653519.773477973,inf,0
V2X,,1000000,0,0,yes,no,5915.866830226172,2288639.703233745,0.0002879700226924,1217241.2496564672,MBRLLC,yes,-1288639.703233745,,-1217241.2496564672,inf,0
Motion control,,1000,1000000,0,no,no,4296.115202043914,1395372.2661264013,0.0007312415548899,2645647.8843765142,ERLLC,yes,-1394372.2661264013,,-1645647.8843765142,inf,0
Smart Home,0.0,0,0,0,no,yes,4384.026822456162,2721409.7125582187,0.0003443188926859,1176951.1836999208,umMTC,no,-2721409.7125582187,-0.0003443188926859,-1176951.1836999208,inf,0
Motion control,,1000,1000000,0,no,no,3951.4182675192633,3437746.5583644127,0.0004916439976311,1135925.8828180842,ERLLC,yes,-3436746.5583644127,,-135925.8828180842,inf,0
Servo motors,,100,1000,0,no,no,2607.607800662121,1891450.0771818047,0.0003506770396122,2611067.8703840524,ERLLC,yes,-1891350.0771818047,,-2610067.8703840524,inf,0
VR/AR,,0,0,1000,no,no,5692.447008386107,3344711.874172749,0.0005980403691147,2460808.3344321605,feMBB,yes,-3344711.874172749,,-2460808.3344321605,5.692447008386107,0
Smart Home,0.0,0,0,0,no,yes,4208.583449297532,2361556.1535387817,0.0006649953943516,543798.2310779467,umMTC,no,-2361556.1535387817,-0.0006649953943516,-543798.2310779467,inf,0
Remote health monitoring,,1000000,0,0,no,yes,5927.804292563614,2108128.371616672,0.0002817944494428,2589837.3295224886,mURLLC,yes,-1108128.3716166718,,-2589837.3295224886,inf,0
Smart City,0.0,0,0,0,no,yes,4696.496852079914,1958610.115002264,0.0006102153978197,3286576.6640413394,umMTC,no,-1958610.115002264,-0.0006102153978197,-3286576.6640413394,inf,0
VR/AR,,0,0,1000,no,no,6025.057045735235,696394.4800434988,0.0003010104640997,2073411.8257707,feMBB,yes,-696394.4800434988,,-2073411.8257707,6.0250570457352355,0
Smart City,0.0,0,0,0,no,yes,2144.8167214725536,1699768.4026898127,0.0004337064425937,2855655.45945562,umMTC,no,-1699768.4026898127,-0.0004337064425937,-2855655.45945562,inf,0
Delivery drones,,1000000,0,0,yes,no,3090.625468721856,1250180.3301544264,0.0009417703755521,1852833.003723291,MBRLLC,yes,-250180.3301544264,,-1852833.003723291,inf,0
Remote health monitoring,,1000000,0,0,no,yes,3597.46799120088,2583495.583104154,0.0005468445396871,2723557.515596926,mURLLC,yes,-1583495.583104154,,-2723557.515596926,inf,0
Remote health monitoring,,1000000,0,0,no,yes,6995.390688782451,3142107.62283196,0.0006501772756574,241332.47219321155,mURLLC,yes,-2142107.62283196,,-241332.47219321155,inf,0
Smart Home,0.0,0,0,0,no,yes,5672.29096221374,2143042.086034113,0.0005524009214627,1587972.7140874695,umMTC,no,-2143042.086034113,-0.0005524009214627,-1587972.7140874695,inf,0
Delivery drones,,1000000,0,0,yes,no,4561.358286965875,2167916.343041353,0.0004738956962949,3897240.494878192,MBRLLC,yes,-1167916.343041353,,-3897240.494878192,inf,0
Servo motors,,100,1000,0,no,no,4204.588793846748,2641681.5933325887,0.0003975881139917,3001475.4347525355,ERLLC,yes,-2641581.5933325887,,-3000475.4347525355,inf,0
VR/AR,,0,0,1000,no,no,5993.903711043207,2079000.9087633505,0.0007468076978299,1794554.2266801386,feMBB,yes,-2079000.9087633505,,-1794554.2266801386,5.993903711043207,0
VR/AR,,0,0,1000,no,no,4018.697992416475,2802027.6402197643,0.0008201848889529,1986420.1261808197,feMBB,yes,-2802027.6402197643,,-1986420.1261808197,4.018697992416475,0
V2X,,1000000,0,0,yes,no,6226.378924836741,3576619.3291715216,0.0005089920419027,1256394.0497637508,MBRLLC,yes,-2576619.3291715216,,-1256394.0497637508,inf,0
Motion control,,1000,1000000,0,no,no,4643.282873101543,2962829.236041224,0.0007019872294561,2011323.6626247964,ERLLC,yes,-2961829.236041224,,-1011323.6626247964,inf,0
V2X,,1000000,0,0,yes,no,7155.32471039407,1584883.035982838,0.0006456754683253,853221.670862054,MBRLLC,yes,-584883.0359828379,,-853221.670862054,inf,0
Servo motors,,100,1000,0,no,no,3426.272875323808,2559643.4101370005,0.0004685329302116,2359500.3064385303,ERLLC,yes,-2559543.4101370005,,-2358500.3064385303,inf,0
Remote health monitoring,,1000000,0,0,no,yes,4787.230696408431,1554800.3425303092,0.0005096518462647,1629660.628123663,mURLLC,yes,-554800.3425303092,,-1629660.628123663,inf,0
3D/UHD Video,,0,0,1000,no,no,3469.087996242957,1852714.1519018689,0.000427273932784,2467001.58879588,feMBB,yes,-1852714.1519018689,,-2467001.58879588,3.469087996242957,0
Servo motors,,100,1000,0,no,no,7713.898915125183,3095815.812271697,0.0008404358118734,1621365.817756852,ERLLC,yes,-3095715.812271697,,-1620365.817756852,inf,0
Servo motors,,100,1000,0,no,no,5035.259680043237,1335291.5507081733,0.0006348617317971,1578463.409128617,ERLLC,yes,-1335191.5507081733,,-1577463.409128617,inf,0
Smart Home,0.0,0,0,0,no,yes,3321.7555126296247,1735774.617725842,0.0005052413740709,2609629.3612519028,umMTC,no,-1735774.617725842,-0.0005052413740709,-2609629.3612519028,inf,0
